question_id,section_type,question_type,difficulty,passage,stimulus,choice_a,choice_b,choice_c,choice_d,choice_e,correct_answer,explanation,wrong_answer_a,wrong_answer_b,wrong_answer_c,wrong_answer_d,wrong_answer_e,source,tags
EXP_B1_009,Experimental,Weaken,4,N/A,Electric vehicles (EVs) are entirely harmless to the environment because they produce zero tailpipe emissions while driving.,EVs are often more expensive than gas cars.,"The electricity used to charge EVs is frequently generated by burning massive amounts of coal, shifting the pollution from the car to the power plant.",EV batteries are heavy.,Many cities lack adequate charging infrastructure.,Gasoline cars are becoming more efficient.,B,"Undermines the 'entirely harmless' claim by showing that the pollution is merely relocated, not eliminated.",Incorrect. Cost is irrelevant to environmental impact.,Correct. Directly attacks the environmental premise by introducing lifecycle emissions.,Incorrect. Weight is irrelevant unless tied to an environmental impact.,"Incorrect. Infrastructure is a practical issue, not an environmental one.",Incorrect. Gas car efficiency doesn't make EVs less harmful.,custom_gemini_generated,"weaken, hidden_variable"
EXP_B1_010,Experimental,Assumption,4,N/A,"To improve public health, the government should ban the sale of all sugary sodas. This will force people to drink water, significantly reducing obesity rates.",People who currently drink soda will not simply switch to other equally sugary beverages like fruit juices or milkshakes if soda is banned.,Water is less expensive than soda.,Obesity is entirely caused by genetics.,The government has the authority to ban products.,Soda companies will lose money.,A,"If people switch to other high-calorie drinks, the ban won't reduce obesity, breaking the argument's core causal link.",Correct. Eliminates a behavioral loophole that would destroy the plan's efficacy.,"Incorrect. Cost might help, but isn't a strict logical assumption for the health mechanism.","Incorrect. If true, this would weaken the argument entirely.","Incorrect. Legal authority is assumed, but behavioral response is the critical missing link.",Incorrect. Corporate profit is out of scope.,custom_gemini_generated,"assumption, behavior"
EXP_B1_011,Experimental,Principle,4,N/A,"Situation: A journalist discovers that a beloved local charity director embezzled funds ten years ago, but has since paid the money back secretly and transformed the charity into a massive success. The journalist chooses to publish the story anyway.",A person's past mistakes should be forgiven if they have made restitution.,The public's right to know the truth about figures in power supersedes the potential damage to the individual's current reputation or the organization's stability.,Charities must undergo strict annual financial audits.,Journalists should focus only on positive news.,Embezzlement is a victimless crime if the money is returned.,B,"The journalist prioritizes truth and transparency over protecting the individual and the successful charity, matching this principle.",Incorrect. The journalist's action contradicts this principle.,Correct. Accurately reflects the ethical prioritization made by the journalist.,"Incorrect. This is a policy rule, not a guiding ethical principle.",Incorrect. The journalist's action contradicts this.,Incorrect. Contradicts common sense and the severity of the journalist's choice.,custom_gemini_generated,"principle, ethics"
EXP_B1_012,Experimental,Flaw,4,N/A,"Since reading enhances vocabulary, and John has a massive vocabulary, John must read constantly.",Assumes all reading material has complex vocabulary.,"Confuses a sufficient condition for a necessary condition, ignoring other ways to build vocabulary.",Attacks John's character.,Assumes John reads fiction.,Relies on circular reasoning.,B,"Reading causes a large vocabulary, but a large vocabulary doesn't guarantee reading (he could listen to lectures or use flashcards).",Incorrect. Complexity is not the core issue.,Correct. Identifies the fallacy of affirming the consequent.,Incorrect. No ad hominem.,Incorrect. Genre is not discussed.,Incorrect. The premise and conclusion are distinct.,custom_gemini_generated,"flaw, conditional"
EXP_B1_013,Experimental,Paradox,4,N/A,"When the speed limit on Highway 9 was lowered from 65 mph to 55 mph, traffic experts predicted a decrease in accidents. Surprisingly, the accident rate on Highway 9 actually increased by 15% the following year.","The highway was repaved last year, making it smoother.",Police issued fewer speeding tickets after the change.,"The lower speed limit caused extreme frustration, leading to aggressive tailgating and reckless lane changes by drivers trying to maintain their previous speeds.",Most drivers ignored the new speed limit entirely.,Car safety features have improved recently.,C,Explains how a policy meant to increase safety actually created behavioral side effects that decreased safety.,"Incorrect. Smoother roads usually reduce accidents or increase speed, not explaining the paradox fully.",Incorrect. Fewer tickets doesn't explain the accident spike.,Correct. Provides a mechanism linking the new rule to more dangerous conditions.,"Incorrect. If they ignored it, the rate should stay the same, not increase by 15%.","Incorrect. Better safety features should decrease the accident rate, deepening the paradox.",custom_gemini_generated,"paradox, behavior"
EXP_B1_014,Experimental,Main Point,5,"The prevailing theory of cognitive development posits that children acquire language through innate, hardwired biological modules. However, neuroplasticity research indicates that the brain's language centers actually self-organize dynamically in response to linguistic input from the environment. Consequently, language acquisition is less a matter of unfolding a genetic blueprint and more an interactive process of neurological adaptation.",N/A,Language acquisition is entirely genetic.,Neuroplasticity disproves the existence of the brain.,"Language acquisition relies heavily on dynamic neurological adaptation to environmental input, challenging the theory of innate biological modules.",Children learn languages faster than adults.,Linguistic input from the environment is irrelevant to brain development.,C,"The passage contrasts the prevailing genetic theory with new neuroplasticity data, concluding the process is adaptive.",Incorrect. This is the prevailing theory the author refutes.,Incorrect. Absurd and unsupported.,Correct. Accurately synthesizes the author's argument and final conclusion.,Incorrect. Out of scope.,Incorrect. The text says the opposite.,custom_gemini_generated,"rc, science, main_point"
EXP_B1_015,Experimental,Inference,5,"In 19th-century jurisprudence, the doctrine of 'caveat emptor' (buyer beware) heavily favored manufacturers, placing the burden of discovering product defects entirely on the consumer. The landmark case MacPherson v. Buick Motor Co. fundamentally shifted this by establishing that a manufacturer is liable for negligence if a product is reasonably certain to place life and limb in peril.",N/A,"Before MacPherson, a consumer injured by a hidden defect in a product would likely struggle to hold the manufacturer legally responsible.",Caveat emptor was invented by Buick Motor Co.,Manufacturers today bear no responsibility for product safety.,MacPherson made it impossible to sue manufacturers.,Consumers in the 19th century never bought defective goods.,A,"Since 'caveat emptor' favored the manufacturer and placed the burden on the consumer before MacPherson shifted it, pre-MacPherson lawsuits were likely difficult for consumers.",Correct. Valid historical deduction based on the described legal shift.,"Incorrect. It's a general 19th-century doctrine, not invented by one company.",Incorrect. The passage says the case established their liability.,"Incorrect. The case established liability, meaning they *could* be sued.",Incorrect. Out of scope and improbable.,custom_gemini_generated,"rc, law, inference"
EXP_B1_016,Experimental,Function,5,"Many historians view the Renaissance as a sudden explosion of intellectual brilliance. [Conversely, medievalists point out that the 12th century saw a massive translation movement of Greek and Arabic texts into Latin, laying the essential philosophical groundwork for the later era.] Thus, the Renaissance was more a continuation than a spontaneous birth.",N/A,To introduce the main topic of the Renaissance.,To provide a counter-narrative and historical evidence that challenges the 'sudden explosion' theory.,To summarize the final conclusion.,To praise the intellectual brilliance of the Renaissance.,To define what a medievalist does.,B,The bracketed text introduces evidence of prior intellectual activity to attack the idea that the Renaissance was spontaneous.,Incorrect. The first sentence introduces the topic.,Correct. Identifies the sentence as a counter-argument supported by historical evidence.,Incorrect. The final sentence is the conclusion.,Incorrect. It actually downplays the 'suddenness' of that brilliance.,Incorrect. Not the purpose of the sentence.,custom_gemini_generated,"rc, history, function"
EXP_B1_017,Experimental,Weaken,5,"Proponents of cryptocurrency argue that its decentralized nature makes it inherently immune to inflation, unlike fiat currencies which governments can devalue by printing more money. Therefore, cryptocurrency is the safest long-term store of value.",N/A,Cryptocurrencies can be used to buy real estate.,Fiat currencies are printed on paper.,The value of cryptocurrencies is highly volatile and frequently manipulated by small groups of 'whales' who hold massive percentages of the total supply.,Governments dislike cryptocurrencies.,Blockchain technology is complex.,C,"If the value can be manipulated by massive holders ('whales'), it is not a safe store of value, undermining the conclusion.","Incorrect. Purchasing power is an effect, not a flaw in the safety claim.",Incorrect. Physical medium is irrelevant.,Correct. Directly attacks the 'safest store of value' conclusion by introducing a severe vulnerability.,Incorrect. Government opinion doesn't change the economic mechanics.,Incorrect. Complexity doesn't preclude safety.,custom_gemini_generated,"rc, economy, weaken"
EXP_B1_018,Experimental,Strengthen,5,"Evolutionary biologists argue that the peacock's elaborate tail evolved through sexual selection; females prefer males with larger, more vibrant tails because such plumage signals robust genetic health and parasite resistance.",N/A,Peacocks are native to South Asia.,"In experiments where researchers artificially shortened the tails of healthy males, those males were completely ignored by females during mating season.",Male peacocks are often preyed upon by tigers.,Female peacocks have very dull plumage.,Tails are heavy and make flying difficult.,B,"By artificially manipulating the trait (cause) and observing the loss of mating success (effect), the experiment proves the causal link between the tail and female preference.",Incorrect. Geographic origin is irrelevant.,Correct. Provides experimental verification of the behavioral premise.,"Incorrect. Predation actually makes the tail an evolutionary puzzle, though it doesn't address female preference directly.",Incorrect. Irrelevant to why the male tail evolved.,"Incorrect. This highlights the cost, but doesn't prove the sexual selection benefit.",custom_gemini_generated,"rc, science, strengthen"
EXP_B1_019,Experimental,Detail,5,"The architecture of the Gothic period is defined by three distinct structural innovations: the pointed arch, the ribbed vault, and the flying buttress. These elements allowed builders to redistribute the immense weight of the stone roofs outward, permitting the incorporation of massive stained-glass windows that flooded the interiors with light.",N/A,"Gothic architecture relied heavily on thick, windowless walls.",The rounded arch is a hallmark of Gothic design.,The flying buttress helped redistribute roof weight to allow for large windows.,"Gothic builders preferred dark, gloomy interiors.",Stained glass was invented in the 19th century.,C,"The text explicitly states the flying buttress (along with the others) redistributed weight, permitting large windows.",Incorrect. Text says they incorporated massive windows.,Incorrect. Text says pointed arch.,Correct. Directly retrieves a stated causal detail.,Incorrect. Text says interiors were flooded with light.,Incorrect. Not supported by text.,custom_gemini_generated,"rc, arts, detail"
EXP_B1_020,Experimental,Tone,5,"The regulatory board's report on the chemical spill is a masterpiece of bureaucratic evasion. It obfuscates corporate negligence behind a dense fog of technical jargon and passive voice, effectively exonerating the perpetrators while offering nothing but empty platitudes to the devastated community.",N/A,Objective and fact-based.,Enthusiastic and congratulatory.,Highly critical and cynical.,Cautiously optimistic.,Indifferent and detached.,C,"The author uses harsh, cynical phrases like 'masterpiece of bureaucratic evasion', 'obfuscates', and 'empty platitudes' to attack the report.",Incorrect. The language is heavily biased and opinionated.,Incorrect. 'Masterpiece' is used sarcastically here.,Correct. Accurately reflects the author's deep skepticism and anger.,Incorrect. There is no optimism.,Incorrect. The author is deeply invested in criticizing the board.,custom_gemini_generated,"rc, policy, tone"
EXP_B1_021,Experimental,Paradox,5,"Despite enacting some of the strictest gun control laws in the country, the city of Oakhaven saw a 20% increase in gun-related crimes over the next two years. Interestingly, the overall crime rate in the city remained flat during this period.",N/A,"Oakhaven borders a state with virtually no restrictions on firearm purchases, and investigations show 90% of the weapons used in Oakhaven crimes were trafficked across the border.",Oakhaven has a very large police force.,The strict gun laws were wildly unpopular among citizens.,Oakhaven's economy suffered a minor recession during those two years.,Many citizens took self-defense classes.,A,"Explains why local laws failed: the geographic vulnerability negated the local jurisdiction's efforts, allowing the specific crime to rise.",Correct. Resolves the paradox by showing how the laws were bypassed externally.,"Incorrect. A large police force should decrease crime, deepening the paradox.",Incorrect. Popularity doesn't explain the rise in crime.,"Incorrect. A recession might increase overall crime, but the prompt says overall crime was flat.",Incorrect. Doesn't explain the rise in gun crime specifically.,custom_gemini_generated,"rc, society, paradox"
EXP_B1_022,Experimental,Assumption,5,The discovery of sophisticated astronomical alignments in the megalithic structure of Nabta Playa proves that the nomadic tribes of the Sahara possessed advanced mathematical knowledge centuries before the Egyptians.,N/A,Nomadic tribes traveled frequently.,"The astronomical alignments were intentionally designed by the builders using mathematical principles, rather than being a coincidental result of random rock placement.",The Egyptians learned their mathematics from the Saharan tribes.,Nabta Playa is located near a water source.,Advanced mathematics requires a written language.,B,"If the rocks just happen to align with stars by pure chance, it proves no mathematical knowledge at all, destroying the argument.","Incorrect. Mobility is a fact, not the logical assumption linking rocks to math.",Correct. Identifies the crucial assumption of intentionality and underlying knowledge.,"Incorrect. The prompt compares timelines, it doesn't assume knowledge transfer.",Incorrect. Irrelevant geological fact.,Incorrect. This would actually weaken the argument if they didn't have writing.,custom_gemini_generated,"rc, history, assumption"
EXP_B1_023,Experimental,Weaken,5,"Philosopher: Morality is entirely subjective and culturally relative. Because different societies have wildly divergent moral codes regarding issues like property and marriage, there can be no universal, objective moral truths.",N/A,Many societies have similar laws regarding traffic.,"The existence of disagreement on a topic does not logically preclude the existence of an objective truth; scientists disagree, yet objective physical laws remain.",Some cultures practice polygamy.,Moral codes often evolve over time within the same society.,Subjective feelings are important to human happiness.,B,Attacks the philosophical jump from 'people disagree' to 'there is no truth' by providing a parallel where disagreement doesn't equal subjectivity.,"Incorrect. Traffic laws are practical, not necessarily deeply moral.",Correct. Directly attacks the logical validity of the premise-to-conclusion leap.,Incorrect. Strengthens the premise of divergent codes.,Incorrect. This supports relativity/subjectivity.,Incorrect. Irrelevant to whether objective moral truth exists.,custom_gemini_generated,"rc, philosophy, weaken"
