question_id,section_type,question_type,difficulty,passage,stimulus,choice_a,choice_b,choice_c,choice_d,choice_e,correct_answer,explanation,wrong_answer_a,wrong_answer_b,wrong_answer_c,wrong_answer_d,wrong_answer_e,source,tags
EXP_B3_002,Experimental,Weaken,4,N/A,Financial Advisor: You should invest entirely in actively managed mutual funds rather than passive index funds. The expert managers of active funds use their vast knowledge to consistently beat the market average.,Index funds are managed by computers.,"Decades of financial data demonstrate that, after accounting for their exorbitant management fees, 85% of actively managed funds actually underperform the passive market average over a 10-year period.",Active managers often have degrees from Ivy League universities.,The stock market is unpredictable.,Mutual funds hold a variety of stocks.,B,Directly attacks the premise ('consistently beat the market') with data showing they actually underperform due to fees.,Incorrect. Management method doesn't address performance.,Correct. Severs the logical link by proving the premise factually false in reality.,Incorrect. Degrees don't guarantee performance.,Incorrect. Unpredictability affects both; doesn't specifically weaken the active manager claim.,Incorrect. Both types hold many stocks.,custom_gemini_generated,"weaken, finance"
EXP_B3_003,Experimental,Flaw,4,N/A,"Critic: The director's new movie is terrible because it completely ignores the historical realities of the 18th century. Therefore, anyone who enjoys this movie is completely ignorant of history.",Assumes the 18th century is interesting.,"Confuses the criteria for a movie's historical accuracy with the criteria for its entertainment value, attacking the audience based on that confusion.",Attacks the actors in the movie.,Assumes the director is wealthy.,Relies on circular reasoning.,B,"A movie can be historically inaccurate but highly entertaining (e.g., action, romance, comedy). Enjoying it doesn't mean you don't *know* the history; it means you care about the entertainment.",Incorrect. Interest is not the core flaw.,"Correct. Identifies the equivocation between accuracy and entertainment, and the resulting flawed ad hominem.",Incorrect. Actors are not attacked.,Incorrect. Director's wealth is out of scope.,Incorrect. The premise and conclusion are distinct.,custom_gemini_generated,"flaw, equivocation"
EXP_B3_004,Experimental,Assumption,4,N/A,"Architect: By covering the southern facade of the building in creeping ivy, we will naturally insulate the structure, drastically reducing air conditioning costs in the summer.",Ivy grows very quickly.,"The type of ivy selected will not physically degrade or crumble the brickwork of the southern facade, leading to massive repair costs that negate the energy savings.",Air conditioning is bad for the environment.,The building is located in a hot climate.,Ivy turns brown in the winter.,B,"If the ivy destroys the building, the overall benefit is lost. The argument assumes the solution doesn't create a catastrophic new problem.","Incorrect. Growth speed is a practical issue, not a logical loophole for the cost claim.",Correct. Eliminates a severe negative side-effect that would destroy the financial logic.,Incorrect. Environmentalism is out of scope; the argument is about cost.,"Incorrect. Hot climate helps, but reducing *whatever* AC is used is the claim.",Incorrect. Winter appearance doesn't affect summer cooling.,custom_gemini_generated,"assumption, negative_side_effects"
EXP_B3_005,Experimental,Main Point,4,N/A,"Sociologist: The gamification of the modern workplace—using points, badges, and leaderboards to track employee tasks—is superficially engaging. However, it ultimately degrades intrinsic motivation, turning complex, creative professionals into mindless point-chasers. Therefore, companies should abandon gamification in favor of fostering genuine professional autonomy.",Gamification uses points and badges.,Gamification is superficially engaging.,"Companies should abandon gamification because it destroys intrinsic motivation, replacing it with autonomy.",Professional autonomy is difficult to measure.,Employees love leaderboards.,C,"The passage describes a practice, critiques its psychological effect, and concludes with a policy recommendation.",Incorrect. Premise.,Incorrect. Premise.,Correct. Synthesizes the critique and the final prescriptive conclusion.,Incorrect. Out of scope.,"Incorrect. Text says it is engaging, but the main point is it's destructive.",custom_gemini_generated,"main_point, business"
EXP_B3_006,Experimental,Parallel,4,N/A,"If a metal is exposed to oxygen and moisture, it will rust. This iron gate is exposed to oxygen and moisture, so it will rust.","If a student copies an essay, they will be expelled. Mark was expelled, so he copied an essay.","If you plant a seed, it will grow. The seed grew, so you planted it.","If the temperature hits 100 degrees, the ice will melt. The temperature is 100 degrees, so the ice will melt.","If the battery is charged, the phone works. The phone doesn't work, so the battery isn't charged.","If a dog is frightened, it bites. The dog bit, so it was frightened.",D,Valid Modus Ponens (A -> B; A; therefore B). Choice D uses exact same structure.,Incorrect. Flawed reverse logic.,Incorrect. Flawed reverse logic.,Correct. Matches the valid A -> B; A; therefore B structure.,Incorrect. Valid Modus Tollens.,Incorrect. Flawed reverse logic.,custom_gemini_generated,"parallel, valid"
EXP_B3_007,Experimental,Flaw,4,N/A,"Candidate: My opponent's economic plan relies on increasing the corporate tax rate. But my opponent was completely wrong about foreign policy last year, so her economic plan must be a disaster as well.",Assumes corporate taxes are popular.,Dismisses an argument in one field based entirely on an unrelated failure in a completely different field.,Attacks the wealthy.,Confuses foreign policy with domestic policy.,Assumes the economy is currently weak.,B,Ad hominem/irrelevant appeal; being wrong about X doesn't logically mean you are wrong about Y.,Incorrect. Popularity is irrelevant.,Correct. Identifies the flaw of linking unrelated competence areas.,Incorrect. No attack on the wealthy.,Incorrect. The speaker doesn't confuse them; they falsely correlate competence across them.,Incorrect. Current economy is out of scope.,custom_gemini_generated,"flaw, relevance"
EXP_B3_008,Experimental,Strengthen,4,N/A,"Historian: The myth of the Trojan War was likely based on a real historical conflict over control of the Dardanelles, a vital trade route, rather than a war over a kidnapped queen.",The Dardanelles connect the Aegean Sea to the Sea of Marmara.,Archaeological excavations at the site of Troy reveal massive defensive walls and evidence of a violent siege dating exactly to the period when Mediterranean trade networks were fiercely contested.,Homer's Iliad is an epic poem.,Helen of Troy was considered very beautiful.,The Greeks used a wooden horse to infiltrate the city.,B,"Provides physical, archaeological evidence that a violent siege actually happened at the right time for economic reasons.","Incorrect. Geographical fact, doesn't prove a war happened.",Correct. Offers empirical support for the historical conflict theory.,Incorrect. Literary fact.,Incorrect. Mythological detail.,Incorrect. Mythological/tactical detail.,custom_gemini_generated,"strengthen, evidence"
EXP_B3_009,Experimental,Weaken,4,N/A,"Tech CEO: Our new artificial intelligence system is completely unbiased because it was trained entirely on historical human data, completely removing subjective programmer input.",Programmers are highly paid.,"Historical human data is inherently filled with centuries of societal prejudices and systemic biases, which the AI simply absorbs and replicates at scale.",AI requires massive server farms.,The AI system is very fast.,Human data is difficult to collect.,B,Destroys the premise that 'historical human data' equals 'unbiased' by pointing out human history is deeply biased.,Incorrect. Salary is irrelevant.,Correct. Directly attacks the foundational logic of the CEO's claim.,Incorrect. Infrastructure is irrelevant.,Incorrect. Speed doesn't equal fairness.,Incorrect. Difficulty is irrelevant once collected.,custom_gemini_generated,"weaken, premise_attack"
EXP_B3_010,Experimental,Assumption,4,N/A,"To fix the budget deficit, the state will implement a 5% toll on all interstate highways. This will generate millions in new revenue.","Commercial trucking companies will not entirely reroute their fleets to secondary state roads to avoid the new tolls, which would bypass the revenue collection entirely.",Tolls are unpopular with voters.,The state has many interstate highways.,The budget deficit is large.,Toll booths will be fully automated.,A,"If the target base evades the toll, the revenue generation calculation fails.",Correct. Eliminates a behavioral loophole that would destroy the financial projection.,Incorrect. Popularity doesn't stop revenue.,"Incorrect. It assumes *some* volume, not necessarily 'many' highways.",Incorrect. Deficit size doesn't dictate the toll's mechanical success.,Incorrect. Automation is an operational detail.,custom_gemini_generated,"assumption, behavior"
EXP_B3_011,Experimental,Principle,4,N/A,"Situation: A doctor is asked by a desperately ill patient for an experimental, unapproved drug. The doctor refuses, knowing the drug has a high chance of causing immediate, painful death, despite the patient's willingness to take the risk.",Patients have absolute autonomy over their own bodies.,"A medical professional's duty to 'do no harm' and prevent foreseeable suffering overrides a patient's request for dangerous, unverified treatments.",Experimental drugs should never be developed.,Doctors should prioritize financial liability over patient care.,Death is inevitable.,B,"The doctor overrides autonomy to prevent direct harm, matching this principle perfectly.",Incorrect. The doctor's refusal violates absolute autonomy.,Correct. Accurately reflects the ethical prioritization the doctor made.,Incorrect. Too broad; the issue is administering them prematurely.,Incorrect. Financial liability isn't mentioned as the motive.,Incorrect. Broad existential claim.,custom_gemini_generated,"principle, medical_ethics"
EXP_B3_012,Experimental,Flaw,4,N/A,"Since reading expands the mind, and Mark has an expanded mind, Mark must read a book a day.",Assumes Mark likes books.,"Confuses a sufficient condition (reading) for a necessary one, and adds an unsupported hyperbole ('a book a day').",Attacks people who watch TV.,Assumes all books are good.,Relies on circular reasoning.,B,Affirming the consequent (other things expand the mind) AND exaggerating the frequency.,Incorrect. Liking books is not the logical error.,Correct. Identifies the conditional flaw and the magnitude flaw.,Incorrect. TV is not mentioned.,Incorrect. Quality is not the core issue.,Incorrect. Premise and conclusion differ.,custom_gemini_generated,"flaw, conditional"
EXP_B3_013,Experimental,Paradox,4,N/A,"The airline upgraded its entire fleet to newer, faster jets capable of cruising 100 mph faster than the old planes. Curiously, average flight times between major cities actually increased by 15 minutes.",The new jets have more comfortable seats.,"Due to the rapid expansion of air travel, runway congestion at major airports forces the faster planes to circle in holding patterns for 30 minutes before they are cleared to land.",The faster jets burn slightly more fuel.,Pilots require retraining for the new jets.,Ticket prices remained the same.,B,Explains how increased speed in the air is entirely negated by systemic bottlenecks on the ground.,Incorrect. Comfort doesn't affect time.,Correct. Resolves the paradox by introducing a systemic delay that outweighs the mechanical speed.,Incorrect. Fuel burn doesn't explain time.,"Incorrect. Training happens before the flight, doesn't extend the flight time.",Incorrect. Economics don't affect flight time.,custom_gemini_generated,"paradox, systemic_effect"
EXP_B3_014,Experimental,Main Point,5,N/A,"Legal Scholar: The exclusionary rule, which throws out evidence obtained via illegal police searches, is often criticized for letting guilty criminals go free. However, without it, the Fourth Amendment's protection against unreasonable search and seizure is merely a polite suggestion. The rule is the only effective deterrent against state overreach; thus, it must be preserved despite its societal costs.",The exclusionary rule lets criminals go free.,The Fourth Amendment protects against unreasonable searches.,The exclusionary rule must be preserved because it is the only effective mechanism to enforce the Fourth Amendment and deter police overreach.,Police frequently conduct illegal searches.,Societal costs of crime are too high.,C,"The passage acknowledges a criticism, defends the rule's mechanism, and concludes it must be kept.",Incorrect. This is the critics' view acknowledged by the author.,Incorrect. This is a premise.,Correct. Accurately synthesizes the author's defense and conclusion.,"Incorrect. Not explicitly stated, just that the rule prevents it.",Incorrect. The author argues the opposite: the constitutional protection is worth the cost.,custom_gemini_generated,"main_point, law"
EXP_B3_015,Experimental,Inference,5,N/A,"Biologist: Telomeres are protective caps on the ends of chromosomes that shorten each time a cell divides. When telomeres become too short, the cell enters senescence and dies, a process linked to human aging. Interestingly, cancer cells possess an enzyme called telomerase, which continuously rebuilds their telomeres.",Human aging is a myth.,"If a drug could safely inhibit the production or function of telomerase in the human body, it would likely be highly effective in stopping the runaway replication of cancer cells.",Cancer cells have extremely short telomeres.,All enzymes cause cancer.,Cell division is always harmful.,B,"If cancer's immortality relies on telomerase rebuilding the caps, inhibiting that enzyme should logically stop them from dividing endlessly.",Incorrect. Text links senescence to aging.,Correct. Valid logical deduction based on the biological mechanism described.,"Incorrect. Text says telomerase rebuilds them, implying they don't get too short.","Incorrect. Text says cancer cells *possess* this specific enzyme, not that all enzymes cause cancer.",Incorrect. It's a natural process; it's only harmful when they get too short.,custom_gemini_generated,"inference, biology"
EXP_B3_016,Experimental,Function,5,N/A,"Urbanism advocates argue for the elimination of single-family zoning to solve the housing crisis. [Critics counter that blanket upzoning allows predatory developers to bulldoze historic, affordable neighborhoods, replacing them with luxury condos that displace the original residents.] Thus, deregulation alone is not a silver bullet.",To support the urbanism advocates.,"To provide a specific negative consequence that challenges the primary proposed solution, supporting the author's nuanced conclusion.",To explain how to build a luxury condo.,To argue that the housing crisis is fake.,To define 'upzoning'.,B,The bracketed text introduces a severe negative side-effect of the proposed solution.,Incorrect. It counters them.,Correct. Accurately identifies its role as a counter-argument highlighting negative consequences.,Incorrect. Doesn't discuss construction methods.,"Incorrect. Acknowledges the crisis, debates the solution.",Incorrect. Doesn't explicitly define it.,custom_gemini_generated,"function, policy"
EXP_B3_017,Experimental,Weaken,5,N/A,"Economist: Moving to a cashless society will eliminate tax evasion and black-market crime, because every digital transaction leaves a permanent, traceable record that authorities can easily monitor.",Credit cards are convenient.,"Criminal organizations have already transitioned to using decentralized, anonymized cryptocurrencies that perfectly mimic the untraceable nature of physical cash in a digital environment.",Banks charge transaction fees.,Many elderly people prefer physical cash.,Digital transactions are fast.,B,"Attacks the premise that 'digital' equals 'traceable' by introducing a digital technology that is explicitly designed to be untraceable, thereby keeping the black market alive.",Incorrect. Convenience is out of scope.,Correct. Destroys the foundational logic linking digital money to the end of crime.,Incorrect. Fees don't affect traceability.,Incorrect. Preference doesn't affect the systemic crime argument.,Incorrect. Speed is irrelevant.,custom_gemini_generated,"weaken, technology"
EXP_B3_018,Experimental,Strengthen,5,N/A,"Psychologist: The modern epidemic of anxiety in teenagers is primarily driven by the infinite scroll mechanics of social media algorithms, which are engineered to exploit dopamine loops and prevent psychological rest.",Teenagers spend many hours on their phones.,Clinical studies show that teenagers who undergo a 30-day 'digital detox' devoid of algorithmic feeds exhibit a 60% drop in baseline cortisol (stress hormone) levels and self-reported anxiety.,Social media companies make billions of dollars.,Algorithms are written by software engineers.,Dopamine is a neurotransmitter.,B,Provides direct clinical evidence that removing the specific proposed cause results in a massive reduction of the effect.,"Incorrect. High usage is a premise, but doesn't *prove* it causes anxiety.",Correct. Uses experimental removal data to strongly confirm the causal link.,Incorrect. Corporate profits are irrelevant to the psychological claim.,Incorrect. Who writes them is irrelevant.,Incorrect. Basic biological definition.,custom_gemini_generated,"strengthen, psychology"
EXP_B3_019,Experimental,Detail,5,N/A,"The architectural style of Brutalism, prominent in the mid-20th century, is characterized by its massive, monolithic forms and the unapologetic exposure of raw poured concrete (béton brut). Rather than hiding the structural elements behind decorative facades, Brutalists celebrated the functional mechanics and raw materials of a building.",Brutalism seeks to hide structural elements with decorative facades.,The term 'Brutalism' comes from the violent nature of the architecture.,Brutalism is characterized by monolithic forms and the exposure of raw poured concrete.,Brutalism was most popular in the 19th century.,Brutalists primarily used steel and glass.,C,The text explicitly states it is characterized by monolithic forms and exposed raw poured concrete.,Incorrect. Text says they did NOT hide them.,Incorrect. Text implies it comes from 'béton brut' (raw concrete).,Correct. Direct retrieval of the style's definition.,Incorrect. Text says mid-20th century.,Incorrect. Text says poured concrete.,custom_gemini_generated,"detail, arts"
EXP_B3_020,Experimental,Tone,5,N/A,"The court's ruling on corporate monopolies is a masterclass in judicial cowardice. By contorting antitrust law to protect the very conglomerates it was written to dismantle, the bench has effectively declared that billion-dollar cartels are entirely above the law.",Objective and analytical.,Mildly disappointed but respectful.,"Scathing, furious, and deeply cynical.",Enthusiastically supportive.,Academic and detached.,C,"Words like 'masterclass in judicial cowardice', 'contorting', and 'above the law' show intense anger and disrespect for the ruling.",Incorrect. The language is highly emotional.,Incorrect. It goes far beyond mild disappointment.,Correct. Accurately reflects the author's furious critique.,Incorrect. The author violently opposes the ruling.,Incorrect. Not detached at all.,custom_gemini_generated,"tone, law"
EXP_B3_021,Experimental,Paradox,5,N/A,"The state significantly increased the severity of prison sentences for low-level drug offenses, aiming to deter drug use. However, five years later, the rate of drug addiction in the state had noticeably increased, while violent crime rates remained flat.",Prisons are expensive to operate.,"The longer prison sentences forced low-level users into prolonged contact with hardened criminal syndicates inside, turning them into highly efficient drug distributors upon release rather than rehabilitating them.",Judges opposed the new sentencing guidelines.,The state shares a border with a country that produces drugs.,Drug addiction is a public health issue.,B,"Explains how the intended deterrent (prison) actually functioned as a training ground, exacerbating the specific problem it meant to solve.",Incorrect. Cost doesn't explain the rise in addiction.,Correct. Resolves the paradox by detailing the unintended systemic consequence of the policy.,Incorrect. Judicial opposition doesn't explain the outcome.,"Incorrect. Geography is a constant baseline, doesn't explain the *change* over the 5 years.","Incorrect. A philosophical point, not a mechanical explanation of the paradox.",custom_gemini_generated,"paradox, society"
EXP_B3_022,Experimental,Assumption,5,N/A,"Linguist: The discovery of identical root words for agricultural concepts in both the proto-Indo-European and early Sino-Tibetan language families proves that these two distinct ancient cultures must have engaged in extensive, peaceful trade.","Trade is the only mechanism by which vocabulary can be transferred between two distinct, geographically separated cultures.",Agriculture was invented independently in different regions.,Proto-Indo-European is older than Sino-Tibetan.,The identical root words are easy to pronounce.,Peaceful trade is beneficial to both societies.,A,"If the words were transferred via violent conquest, mass migration, or a third intermediary culture, the conclusion of 'peaceful trade' fails.",Correct. Identifies the strict exclusivity assumption required to reach the specific conclusion.,Incorrect. Independent invention would actually weaken the argument.,Incorrect. Relative age doesn't matter for the trade theory.,Incorrect. Pronunciation is irrelevant.,"Incorrect. While true, doesn't logically prove the trade happened.",custom_gemini_generated,"assumption, eliminate_alternatives"
EXP_B3_023,Experimental,Weaken,5,N/A,Philosopher: Free will is an illusion. Neurobiology proves that the brain initiates electrical signals for action milliseconds before the conscious mind becomes aware of the decision. We are merely biological machines executing pre-programmed chemical reactions.,Humans feel like they have free will.,"The studies cited only measured simple, instantaneous motor actions (like pressing a button), which do not accurately represent complex, long-term conscious deliberation and moral reasoning.",Chemistry is a complex science.,Animals do not have free will.,The conscious mind is located in the prefrontal cortex.,B,"Attacks the scope of the neurobiological evidence, arguing that simple reflexes cannot be extrapolated to disprove complex free will.",Incorrect. Feelings don't disprove the biological data.,Correct. Directly undermines the premise by limiting the applicability of the cited studies.,Incorrect. Complexity doesn't negate the deterministic claim.,Incorrect. Irrelevant comparison.,Incorrect. Anatomy is irrelevant to the philosophical conclusion.,custom_gemini_generated,"weaken, data_scope"
